track_number,datetime,center_lat,center_lon,total_precip,area,angle_of_movement
15439,2020-06-29 10:30:00,47.499,13.850,3069.905,683,104.706
15639,2020-07-01 08:30:00,45.818,10.393,43.120,19,104.778
16727,2020-07-11 07:30:00,46.736,13.190,548.413,180,62.968
16746,2020-07-11 11:30:00,47.252,13.750,1929.507,553,165.523
17846,2020-07-22 20:30:00,45.143,10.479,809.557,151,96.243
17930,2020-07-23 18:30:00,46.358,9.935,7.399,5,92.460
19851,2020-08-13 09:30:00,48.226,9.300,187.120,53,29.710
19939,2020-08-14 07:30:00,46.132,9.586,20.379,11,101.144
20235,2020-08-17 12:30:00,46.015,11.815,645.659,143,51.820
20694,2020-08-22 11:30:00,46.774,9.862,36.675,27,73.231
21438,2020-08-30 09:30:00,45.133,13.204,1093.145,265,33.838
21448,2020-08-30 12:30:00,45.456,14.118,4539.564,650,56.931
22088,2020-09-05 22:30:00,48.668,15.456,616.748,308,70.998
23765,2020-09-25 01:30:00,45.562,5.291,518.612,119,51.563
23817,2020-09-25 16:30:00,46.380,15.602,3035.937,867,319.950
