track_number,datetime,center_lat,center_lon,total_precip,area,angle_of_movement
18058,2009-07-08 13:30:00,52.635,27.125,1307.991,366,134.549
18403,2009-07-12 09:30:00,47.748,29.746,555.366,118,24.726
19364,2009-07-22 14:30:00,50.207,16.361,30.572,9,13.763
19455,2009-07-23 12:30:00,54.836,27.321,290.114,95,156.482
19471,2009-07-23 15:30:00,51.856,15.515,12.090,7,137.036
19506,2009-07-23 23:30:00,51.650,21.280,185.133,77,350.211
19545,2009-07-24 09:30:00,54.002,26.718,515.980,72,178.826
19671,2009-07-25 15:30:00,47.659,27.382,142.271,90,170.314
20438,2009-08-03 10:30:00,49.550,21.688,5.790,2,79.478
21350,2009-08-13 13:30:00,54.547,29.012,971.204,154,204.510
21772,2009-08-17 21:30:00,51.724,15.826,2995.739,749,27.989
23589,2009-09-04 19:30:00,49.287,21.426,270.810,77,185.114
24036,2009-09-09 20:30:00,54.354,17.090,115.932,64,354.115
24683,2009-09-17 08:30:00,53.365,28.596,462.308,85,56.772
10686,2010-05-01 13:30:00,52.603,25.272,990.606,195,28.045
11306,2010-05-07 12:30:00,47.170,25.220,180.610,79,12.188
11407,2010-05-08 13:30:00,52.481,28.764,837.996,250,337.828
11497,2010-05-09 10:30:00,46.750,27.950,1.034,1,274.731
11751,2010-05-12 04:30:00,46.583,18.647,80.115,38,49.162
11869,2010-05-13 11:30:00,47.085,17.207,834.723,186,39.289
12241,2010-05-18 10:30:00,54.364,25.909,1083.557,186,290.494
12602,2010-05-22 10:30:00,53.839,22.961,27.927,13,210.778
12890,2010-05-25 14:30:00,48.119,17.875,317.661,84,125.400
12999,2010-05-26 16:30:00,47.113,28.361,181.447,29,94.922
13074,2010-05-27 10:30:00,49.044,20.577,284.241,55,72.141
13161,2010-05-28 08:30:00,47.874,25.683,20.320,11,173.020
13368,2010-05-30 10:30:00,47.467,18.260,422.054,102,352.723
13390,2010-05-30 16:30:00,47.038,20.602,143.866,42,232.250
13426,2010-05-31 01:30:00,46.057,18.085,25.115,12,223.506
13650,2010-06-02 12:30:00,49.150,26.402,835.841,237,352.791
13668,2010-06-02 17:30:00,52.003,22.400,6275.074,917,331.068
13745,2010-06-03 11:30:00,52.621,24.282,280.197,42,199.376
13781,2010-06-03 18:30:00,54.529,24.299,2475.388,522,80.571
14406,2010-06-10 13:30:00,53.350,16.448,3.194,3,63.665
14611,2010-06-12 22:30:00,53.582,26.279,3464.115,640,54.531
14669,2010-06-13 12:30:00,47.106,25.531,744.257,217,194.095
14759,2010-06-14 07:30:00,50.840,21.854,1663.914,356,122.490
15433,2010-06-21 10:30:00,49.526,28.889,253.565,29,297.180
15533,2010-06-22 13:30:00,47.472,27.715,2451.805,703,292.525
16127,2010-06-28 13:30:00,48.081,26.993,780.510,166,266.956
16574,2010-07-03 11:30:00,46.426,21.083,30.244,8,347.202
17610,2010-07-13 10:30:00,52.115,27.173,1477.864,313,293.078
17867,2010-07-15 14:30:00,47.632,15.397,76.257,21,326.893
18143,2010-07-18 01:30:00,52.220,19.157,443.414,104,30.781
18179,2010-07-18 10:30:00,51.818,22.697,1392.978,283,343.483
18719,2010-07-23 12:30:00,53.779,20.200,303.226,125,36.241
18784,2010-07-24 10:30:00,47.588,22.350,1349.882,230,9.763
19080,2010-07-27 10:30:00,54.448,24.276,898.150,200,329.741
19858,2010-08-03 18:30:00,46.023,17.367,1447.043,438,148.145
19949,2010-08-04 13:30:00,50.148,27.520,55.655,37,332.870
20057,2010-08-05 17:30:00,46.175,15.222,854.658,130,48.140
20090,2010-08-06 02:30:00,46.263,17.512,21.896,12,13.939
20191,2010-08-07 01:30:00,53.987,16.400,314.380,79,28.465
20236,2010-08-07 10:30:00,53.644,19.921,127.514,35,340.616
20839,2010-08-13 14:30:00,46.348,15.426,1465.428,376,65.178
20849,2010-08-13 16:30:00,52.799,23.512,55.725,22,331.736
20961,2010-08-14 18:30:00,52.616,21.320,15.446,11,355.016
21046,2010-08-15 17:30:00,53.456,20.551,2648.696,594,327.883
21060,2010-08-15 20:30:00,54.547,18.418,1805.229,312,11.830
21722,2010-08-22 12:30:00,54.760,15.521,653.930,93,103.610
21816,2010-08-23 14:30:00,50.150,16.398,907.740,209,31.352
21909,2010-08-24 14:30:00,53.747,27.849,1161.804,348,93.489
22610,2010-08-31 20:30:00,50.197,27.344,5.523,4,182.233
24269,2010-09-17 16:30:00,53.317,29.045,86.124,48,178.623
24470,2010-09-19 17:30:00,47.466,24.517,2360.655,338,103.044
25027,2010-09-25 17:30:00,48.322,15.109,954.191,448,155.558
13253,2011-05-21 09:30:00,46.152,18.228,12.579,9,209.764
13897,2011-05-27 17:30:00,46.300,17.061,301.224,47,2.668
14462,2011-06-02 11:30:00,47.270,19.696,290.082,74,208.445
14472,2011-06-02 13:30:00,50.284,22.034,10.019,6,272.267
14550,2011-06-03 12:30:00,48.698,18.331,146.041,49,269.874
14649,2011-06-04 11:30:00,47.188,16.173,407.228,127,209.462
14833,2011-06-06 13:30:00,48.940,19.180,2310.490,531,75.898
14857,2011-06-06 18:30:00,46.621,20.227,335.025,137,350.865
15122,2011-06-09 12:30:00,47.565,29.279,60.679,38,262.674
16025,2011-06-19 08:30:00,48.803,24.651,680.832,213,106.355
16050,2011-06-19 16:30:00,48.324,27.324,4482.715,950,64.718
16431,2011-06-24 05:30:00,50.584,25.221,3260.503,584,35.541
