track_number,datetime,center_lat,center_lon,total_precip,area,angle_of_movement
13975,2011-05-28 11:30:00,43.130,20.100,99.627,38,1.445
14728,2011-06-05 09:30:00,40.634,14.905,329.025,200,322.868
14954,2011-06-07 22:30:00,44.635,14.664,30.217,14,352.904
15018,2011-06-08 12:30:00,42.337,21.217,13.812,8,50.143
15064,2011-06-09 00:30:00,41.496,19.873,454.161,125,42.197
15105,2011-06-09 10:30:00,42.832,25.922,1888.934,273,43.492
18550,2011-07-15 18:30:00,45.974,20.133,616.949,104,86.877
18676,2011-07-17 04:30:00,44.507,22.893,105.160,31,42.509
18926,2011-07-19 14:30:00,45.915,17.739,553.704,124,23.194
18954,2011-07-19 23:30:00,44.825,16.502,105.871,59,302.082
19354,2011-07-24 14:30:00,44.918,19.697,409.726,73,99.745
19452,2011-07-25 12:30:00,42.512,23.390,330.124,134,20.533
20797,2011-08-10 13:30:00,42.856,22.968,186.701,73,63.958
23334,2011-09-06 11:30:00,40.615,20.950,3.088,2,1.982
24588,2011-09-19 15:30:00,38.924,19.058,1599.733,371,57.054
24634,2011-09-20 02:30:00,38.558,19.750,47.776,17,147.287
25110,2011-09-25 13:30:00,38.002,15.107,320.967,87,46.946
11279,2012-05-03 10:30:00,42.440,20.408,130.037,56,158.266
11287,2012-05-03 12:30:00,43.949,19.482,782.117,243,48.913
11759,2012-05-08 10:30:00,41.770,24.888,96.516,32,14.900
13737,2012-05-27 21:30:00,40.950,25.538,751.486,250,46.573
14476,2012-06-04 13:30:00,45.662,17.866,95.689,51,38.145
14917,2012-06-09 08:30:00,45.658,13.650,251.281,72,47.752
16111,2012-06-23 09:30:00,45.503,25.930,50.007,25,284.983
19198,2012-07-22 20:30:00,38.818,13.666,43.518,17,54.931
19837,2012-07-29 12:30:00,45.552,18.248,271.249,64,98.246
23299,2012-09-04 15:30:00,42.116,15.456,207.198,40,31.712
24132,2012-09-13 13:30:00,38.471,18.327,663.611,134,51.536
24184,2012-09-14 03:30:00,41.378,16.803,6096.387,1493,125.786
24259,2012-09-14 20:30:00,39.854,22.564,618.508,167,221.753
24749,2012-09-20 05:30:00,41.438,18.913,345.435,84,64.334
11358,2013-05-06 11:30:00,40.850,21.527,207.563,72,318.746
11454,2013-05-07 11:30:00,44.269,17.869,379.538,79,149.396
11550,2013-05-08 10:30:00,38.930,21.611,111.070,52,338.038
11825,2013-05-11 11:30:00,44.176,18.535,52.199,16,60.324
12428,2013-05-17 09:30:00,44.528,13.697,679.072,193,6.964
12893,2013-05-22 11:30:00,41.920,17.033,212.395,12,296.557
12924,2013-05-22 17:30:00,41.721,13.558,251.867,94,172.231
13000,2013-05-23 11:30:00,44.922,24.530,1906.608,366,70.939
13640,2013-05-29 17:30:00,44.950,19.634,90.095,31,331.495
14852,2013-06-10 10:30:00,45.208,15.840,9.858,5,73.247
15086,2013-06-12 17:30:00,38.931,25.030,123.502,22,127.188
16142,2013-06-24 06:30:00,44.267,14.726,481.604,76,308.932
16154,2013-06-24 08:30:00,45.558,15.136,3048.077,566,18.882
16157,2013-06-24 08:30:00,45.350,25.870,5.387,3,357.457
16265,2013-06-25 07:30:00,45.786,24.113,99.579,33,352.041
16622,2013-06-29 02:30:00,41.332,17.777,32.384,11,354.661
20817,2013-08-10 07:30:00,40.620,18.593,279.657,38,307.645
21269,2013-08-14 12:30:00,42.522,14.092,87.491,31,31.800
22660,2013-08-28 01:30:00,44.650,13.898,2.400,2,62.977
24087,2013-09-11 00:30:00,42.303,17.944,3814.570,218,79.860
24365,2013-09-13 18:30:00,41.741,24.851,928.195,170,76.366
24562,2013-09-16 03:30:00,42.308,18.184,3896.288,806,186.325
25751,2013-09-29 19:30:00,41.878,14.635,413.733,152,25.567
25848,2013-09-30 21:30:00,39.097,23.302,3122.010,505,128.856
11896,2014-05-13 11:30:00,43.862,19.397,908.060,197,85.372
12070,2014-05-15 09:30:00,45.446,19.206,151.724,92,272.705
13077,2014-05-25 11:30:00,40.914,15.228,26.045,6,327.457
13142,2014-05-26 05:30:00,45.506,14.420,19.263,7,57.887
13460,2014-05-29 08:30:00,39.769,20.811,219.743,48,109.130
14025,2014-06-03 20:30:00,38.686,24.468,260.879,53,7.847
14567,2014-06-09 11:30:00,40.191,22.673,28.196,9,305.105
15171,2014-06-16 02:30:00,42.074,17.226,198.402,27,96.161
15211,2014-06-16 16:30:00,41.446,16.829,363.020,135,82.482
15250,2014-06-17 02:30:00,42.440,20.701,274.524,114,246.937
15291,2014-06-17 12:30:00,38.823,15.144,89.503,46,40.611
15319,2014-06-17 19:30:00,42.963,16.002,69.916,14,103.192
15389,2014-06-18 13:30:00,42.201,23.085,643.167,133,117.742
15484,2014-06-19 11:30:00,42.402,25.683,701.732,166,96.840
15930,2014-06-24 10:30:00,44.127,19.732,21.472,9,87.281
15998,2014-06-25 03:30:00,41.780,15.103,1115.090,449,25.105
16015,2014-06-25 06:30:00,45.626,14.750,61.477,24,69.499
16047,2014-06-25 15:30:00,45.383,21.686,4196.442,710,99.998
16058,2014-06-25 17:30:00,44.432,17.818,940.250,248,92.311
16169,2014-06-26 19:30:00,43.650,18.137,3.831,3,123.005
16567,2014-06-30 14:30:00,45.455,21.208,1936.293,455,48.340
17287,2014-07-08 02:30:00,43.739,14.031,1112.375,196,59.405
17916,2014-07-14 20:30:00,39.874,21.639,120.610,26,4.423
18066,2014-07-16 09:30:00,45.190,22.270,76.413,15,218.677
18571,2014-07-21 15:30:00,40.786,14.788,325.975,67,58.693
18595,2014-07-22 00:30:00,43.217,21.808,619.858,116,7.926
18631,2014-07-22 10:30:00,41.119,20.581,66.257,32,53.861
19091,2014-07-27 17:30:00,44.661,19.936,2054.934,485,94.678
19145,2014-07-28 09:30:00,43.174,22.628,37.701,13,20.070
19323,2014-07-30 08:30:00,44.613,15.164,609.730,137,40.706
19345,2014-07-30 17:30:00,45.901,17.323,7413.374,1243,95.524
19428,2014-07-31 09:30:00,43.185,21.587,178.174,74,37.484
19722,2014-08-03 14:30:00,43.629,19.220,51.360,32,358.002
19866,2014-08-05 04:30:00,45.671,15.509,544.359,108,116.895
19898,2014-08-05 10:30:00,42.985,19.115,85.546,40,90.563
19994,2014-08-06 10:30:00,39.866,21.811,379.698,139,161.669
20024,2014-08-06 17:30:00,39.344,24.172,2535.259,183,23.882
21759,2014-08-23 05:30:00,44.999,15.020,639.688,146,99.629
21821,2014-08-23 19:30:00,45.145,21.232,1868.605,228,76.273
22653,2014-09-01 05:30:00,43.887,14.423,368.729,80,178.279
22659,2014-09-01 06:30:00,42.369,18.817,902.538,164,45.663
22846,2014-09-03 05:30:00,44.028,21.788,235.373,119,124.605
23605,2014-09-10 22:30:00,40.909,17.184,522.634,99,50.862
23676,2014-09-11 15:30:00,42.052,16.974,613.006,96,355.075
24111,2014-09-16 15:30:00,42.371,24.911,75.752,20,346.885
24641,2014-09-22 08:30:00,45.189,14.741,13.455,7,94.626
24696,2014-09-23 02:30:00,43.204,19.754,990.760,464,98.325
25008,2014-09-26 00:30:00,41.894,18.822,421.299,103,103.424
11167,2015-05-06 22:30:00,45.591,20.883,11.694,8,147.950
11209,2015-05-07 11:30:00,42.157,24.187,1519.855,266,86.029
12261,2015-05-19 18:30:00,45.956,23.529,326.490,129,249.986
12659,2015-05-24 07:30:00,43.279,21.194,62.374,18,336.476
14149,2015-06-08 11:30:00,40.932,14.739,39.706,21,330.114
15023,2015-06-17 08:30:00,40.119,14.408,1937.390,163,72.211
15053,2015-06-17 14:30:00,42.629,25.055,545.093,150,222.717
15344,2015-06-20 16:30:00,41.672,16.584,261.298,56,50.254
16121,2015-06-30 01:30:00,42.258,20.026,72.914,38,170.770
19052,2015-08-02 14:30:00,45.019,16.162,171.829,30,88.399
19945,2015-08-11 20:30:00,38.542,18.153,1010.159,143,92.980
20286,2015-08-15 12:30:00,45.390,14.833,216.914,66,81.462
20369,2015-08-16 07:30:00,42.755,17.434,637.584,133,289.295
20417,2015-08-16 21:30:00,42.835,19.285,107.708,42,127.765
20498,2015-08-17 17:30:00,42.932,25.600,120.721,37,67.179
20675,2015-08-19 15:30:00,44.686,18.487,168.481,70,309.350
20702,2015-08-19 22:30:00,45.508,20.901,2801.189,769,106.766
20752,2015-08-20 11:30:00,43.240,25.129,875.092,175,111.896
20860,2015-08-21 18:30:00,41.963,23.662,333.848,88,214.281
22175,2015-09-04 10:30:00,43.968,13.549,335.761,61,183.572
22903,2015-09-11 16:30:00,42.277,25.501,27.173,14,242.713
