track_number,datetime,center_lat,center_lon,total_precip,area
17355,2005-07-07 16:30:00,47.486156,11.892785,138.63097,48
17392,2005-07-08 00:30:00,44.027096,16.239151,306.54462,94
17453,2005-07-08 17:30:00,42.554714,22.336895,187.35318,87
17528,2005-07-09 12:30:00,44.448086,17.440573,453.46924,112
17545,2005-07-09 17:30:00,44.913994,20.227945,2227.2183,723
17625,2005-07-10 12:30:00,50.84573,17.04011,1064.681,332
17701,2005-07-11 10:30:00,46.666466,22.471815,47.16153,48
18552,2005-07-19 15:30:00,45.668823,22.750727,1816.0798,395
18884,2005-07-22 17:30:00,46.026756,11.317787,174.00462,41
18998,2005-07-23 22:30:00,42.930912,16.46952,373.68698,115
19151,2005-07-25 14:30:00,47.60542,13.877213,620.50824,253
19350,2005-07-27 19:30:00,48.211357,-2.0011063,149.19841,27
19613,2005-07-30 16:30:00,49.330353,12.047798,343.55685,119
19701,2005-07-31 13:30:00,49.225784,19.280897,57.40583,31
19792,2005-08-01 12:30:00,41.119648,-0.6887693,79.19328,63
19986,2005-08-03 09:30:00,39.42821,14.9600725,3441.0652,663
20007,2005-08-03 12:30:00,43.481472,20.767006,90.04576,100
20016,2005-08-03 16:30:00,44.796127,16.31838,4239.1904,1886
20047,2005-08-04 00:30:00,51.042267,22.994078,278.44937,53
20183,2005-08-05 08:30:00,45.302727,24.227365,15.301177,9
20987,2005-08-14 13:30:00,41.847843,24.59432,33.08697,15
21083,2005-08-15 14:30:00,48.69689,20.331646,707.3509,419
21120,2005-08-15 19:30:00,44.933067,21.45409,886.41705,364
21154,2005-08-16 00:30:00,43.267395,22.674225,20.563374,10
21200,2005-08-16 14:30:00,41.891247,-7.449822,34.898525,26
21276,2005-08-17 11:30:00,45.05755,22.871248,0.65393347,21
21353,2005-08-18 01:30:00,38.0677,0.027072662,116.5901,147
21459,2005-08-19 01:30:00,37.882965,10.764008,1023.9555,396
21556,2005-08-20 05:30:00,46.428123,9.625263,1291.8676,693
21583,2005-08-20 14:30:00,44.708153,8.32266,306.4583,171
21702,2005-08-21 19:30:00,44.713078,15.763712,137.3375,46
21758,2005-08-22 11:30:00,48.40105,17.969555,170.41417,101
21872,2005-08-23 12:30:00,43.1268,23.35024,1225.1344,340
22355,2005-08-28 14:30:00,35.974422,10.263277,312.7894,82
22358,2005-08-28 15:30:00,39.16314,12.432168,766.7808,43
22502,2005-08-30 09:30:00,36.90712,15.506735,423.4607,82
22604,2005-08-31 19:30:00,43.08054,-1.9992484,27.009983,28
23336,2005-09-09 11:30:00,42.127094,11.6796465,1068.6987,367
23371,2005-09-09 20:30:00,44.797855,-1.3857262,3673.081,693
23424,2005-09-10 12:30:00,49.895546,6.892308,225.2427,49
23427,2005-09-10 13:30:00,43.602253,5.4304805,326.25027,78
23718,2005-09-14 05:30:00,41.215668,23.137789,206.43155,46
23794,2005-09-15 01:30:00,36.73262,17.637333,4968.315,534
24092,2005-09-18 16:30:00,43.715458,17.858866,258.7043,78
24654,2005-09-25 03:30:00,45.43007,-2.2708452,22.241192,36
24715,2005-09-25 17:30:00,42.06187,3.010364,4173.818,772
25059,2005-09-29 14:30:00,48.598934,14.680547,46.48447,126
25142,2005-09-30 12:30:00,45.238377,20.34531,17.021456,110
25160,2005-09-30 16:30:00,40.87007,21.817587,94.271255,25
25183,2005-09-30 21:30:00,40.684975,22.824041,32.71049,17
25187,2005-09-30 22:30:00,38.066677,20.725103,281.87756,68
25386,2005-10-03 01:30:00,42.049015,14.428435,117.57086,104
25412,2005-10-03 06:30:00,40.225296,10.076928,12.891995,20
25496,2005-10-03 23:30:00,35.856815,14.309233,3.0840957,13
25582,2005-10-04 18:30:00,37.178295,16.53266,60.43991,16
25696,2005-10-06 01:30:00,40.78434,11.00452,121.87662,88
25730,2005-10-06 12:30:00,43.807293,15.820447,263.94437,100
25782,2005-10-07 00:30:00,44.930836,11.432038,485.91772,293
25789,2005-10-07 02:30:00,37.233803,16.088406,127.88661,33
25810,2005-10-07 08:30:00,44.656155,12.523149,135.41235,196
25846,2005-10-07 16:30:00,39.30739,13.996906,2989.7324,529
25912,2005-10-08 07:30:00,41.50554,19.036062,985.7097,503
25965,2005-10-08 19:30:00,38.11185,20.051418,582.68085,93
26323,2005-10-12 18:30:00,38.70805,14.679131,217.62123,225
26360,2005-10-13 04:30:00,38.93443,0.21936584,224.20967,39
27334,2005-10-22 12:30:00,37.826073,13.742345,663.6141,128
27658,2005-10-26 19:30:00,35.531765,15.283075,79.994225,60
28241,2005-11-01 13:30:00,44.673332,11.497565,1756.0802,555
28595,2005-11-05 01:30:00,37.83513,1.6957885,298.05322,115
28626,2005-11-05 10:30:00,42.69097,11.668671,33.54754,18
28663,2005-11-05 18:30:00,44.352047,10.455316,1832.8663,455
28765,2005-11-06 18:30:00,41.17073,14.399388,151.55319,176
29085,2005-11-09 22:30:00,40.467167,1.9065589,2831.5684,511
29252,2005-11-11 11:30:00,35.87989,0.30154482,11.667698,13
29370,2005-11-12 16:30:00,39.67292,5.243523,548.1697,346
29380,2005-11-12 18:30:00,36.29142,11.636626,120.74151,39
29311,2005-11-12 21:30:00,38.695988,4.078563,3434.6755,1230
29698,2005-11-16 02:30:00,41.790985,21.077677,140.33443,130
29709,2005-11-16 05:30:00,42.90971,16.865782,3020.097,731
29715,2005-11-16 06:30:00,42.016758,15.355873,1148.7057,251
29754,2005-11-16 17:30:00,37.48256,6.60457,495.8122,99
29773,2005-11-16 23:30:00,37.864967,20.734455,136.98792,47
29909,2005-11-18 19:30:00,39.365856,17.745344,15.2812605,67
30067,2005-11-20 18:30:00,48.265663,13.382127,168.51814,86
30137,2005-11-21 18:30:00,36.015503,-4.9378633,454.93744,117
30156,2005-11-22 03:30:00,40.55614,14.143409,175.2153,57
30141,2005-11-22 10:30:00,36.38661,-8.138901,872.99164,683
30233,2005-11-23 02:30:00,42.430916,21.491695,203.1351,902
30417,2005-11-25 17:30:00,48.73819,-5.4525084,1062.0366,825
30450,2005-11-25 21:30:00,44.594624,17.824484,95.71417,69
30351,2005-11-26 03:30:00,51.117645,3.9314866,1060.7313,708
30513,2005-11-26 12:30:00,43.721424,-5.9045806,705.0552,443
30535,2005-11-26 18:30:00,49.035633,19.053122,317.7728,1059
30550,2005-11-26 21:30:00,38.516624,-3.8659425,7.9366283,68
30578,2005-11-27 04:30:00,44.293903,-4.1851726,13.286731,15
30615,2005-11-27 15:30:00,40.536045,7.146674,24.200277,22
30714,2005-11-28 19:30:00,45.2737,5.1792645,334.85318,699
30823,2005-11-29 22:30:00,46.097996,17.089916,1334.7347,1715
30906,2005-11-30 21:30:00,38.379963,16.274326,1969.5812,1623
31094,2005-12-03 01:30:00,47.510628,14.748641,2707.1982,2202
31167,2005-12-03 21:30:00,50.070515,21.289997,1282.529,1051
31273,2005-12-04 20:30:00,41.260715,15.390254,2.4637754,22
31276,2005-12-04 22:30:00,47.961155,9.78681,2117.2632,617
31286,2005-12-05 00:30:00,48.381786,18.959955,128.8468,358
31331,2005-12-05 12:30:00,49.3232,16.28494,244.94353,107
31356,2005-12-05 16:30:00,44.194534,13.022532,670.05115,143
31363,2005-12-05 18:30:00,47.138496,20.698982,514.5182,252
31448,2005-12-06 20:30:00,42.826004,13.135974,24.192953,17
31772,2005-12-10 10:30:00,40.46339,8.895176,0.1705077,11
31802,2005-12-10 21:30:00,37.152893,14.011491,1195.1633,588
31830,2005-12-11 02:30:00,37.177765,10.19329,399.42642,149
31993,2005-12-12 20:30:00,37.184345,14.778947,70.84741,268
32091,2005-12-14 02:30:00,37.03566,18.775528,6916.8594,1582
32362,2005-12-17 03:30:00,47.82323,15.346396,72.10518,40
32505,2005-12-19 06:30:00,44.282845,7.051674,15.390173,19
32581,2005-12-20 08:30:00,50.103584,18.685957,35.711266,19
32679,2005-12-22 05:30:00,48.482193,12.675296,1121.8835,2227
32912,2005-12-24 21:30:00,46.10917,15.952314,47.926712,47
32927,2005-12-25 13:30:00,36.541946,-5.573711,215.69647,318
32987,2005-12-26 12:30:00,42.772366,-8.976922,290.10004,70
33073,2005-12-26 22:30:00,40.426067,-3.4827123,116.97237,39
33081,2005-12-27 01:30:00,40.433334,11.25,0.045103826,26
33206,2005-12-28 16:30:00,38.64049,22.941484,2303.3135,842
33282,2005-12-29 14:30:00,41.40032,15.570788,2953.9534,2739
36,2006-01-01 01:30:00,49.86429,-0.7465268,1614.7899,518
96,2006-01-01 17:30:00,42.326397,13.40063,1954.4879,1302
165,2006-01-02 15:30:00,42.823223,15.054757,106.457115,34
253,2006-01-03 18:30:00,39.89227,18.589575,26.362898,13
263,2006-01-03 23:30:00,41.540195,21.653364,56.02999,58
728,2006-01-09 15:30:00,39.88927,-2.912347,261.79205,330
1207,2006-01-16 02:30:00,38.654613,-4.232562,2087.8672,1927
1754,2006-01-23 20:30:00,38.943752,21.35884,562.2245,240
1902,2006-01-25 17:30:00,49.790817,17.136642,146.06686,108
2208,2006-01-29 15:30:00,43.63495,0.9549055,2037.1371,1067
2651,2006-02-04 05:30:00,35.16671,2.7909045,1.6786162,11
2721,2006-02-05 02:30:00,35.46601,15.561802,581.6609,112
2969,2006-02-08 06:30:00,45.883606,8.621932,91.16613,98
3043,2006-02-09 18:30:00,36.61761,-8.807317,60.395145,180
3343,2006-02-14 04:30:00,50.300354,1.868686,3.110588,150
3709,2006-02-18 11:30:00,46.89024,8.755447,2037.0657,1688
3811,2006-02-19 17:30:00,43.81178,-3.9165778,23.02329,10
3854,2006-02-20 12:30:00,44.8085,14.531985,3280.4055,1557
3916,2006-02-20 21:30:00,38.111767,8.200932,120.346954,188
3923,2006-02-20 22:30:00,41.331116,14.080199,113.693695,64
3926,2006-02-21 00:30:00,37.911556,3.4916284,72.045685,177
4018,2006-02-21 22:30:00,42.12934,19.86058,117.444176,99
4098,2006-02-22 20:30:00,38.135876,15.300568,14.271572,26
4225,2006-02-24 02:30:00,40.202972,1.9495509,113.96045,121
4258,2006-02-24 13:30:00,45.693233,10.28367,1100.6227,5190
4298,2006-02-25 00:30:00,37.228054,10.82279,139.91528,33
4506,2006-02-27 14:30:00,38.09281,13.270999,2227.4375,521
4644,2006-03-01 14:30:00,37.111057,5.2867837,519.4765,987
4720,2006-03-02 13:30:00,46.25145,-6.097104,4746.9,1539
4963,2006-03-05 12:30:00,41.63897,13.86234,602.909,701
4976,2006-03-05 17:30:00,43.74608,17.40011,1315.537,3401
4984,2006-03-05 22:30:00,42.041218,11.14846,1212.3948,1662
5003,2006-03-06 02:30:00,42.47299,19.072105,1294.8768,1420
5018,2006-03-06 09:30:00,42.428463,18.894041,4877.163,2378
5269,2006-03-09 13:30:00,46.657944,2.2791288,764.0357,704
5384,2006-03-11 00:30:00,40.984898,20.57653,1969.6287,2709
5420,2006-03-11 10:30:00,37.444813,24.455204,134.96307,43
5564,2006-03-13 04:30:00,45.350845,19.214981,692.1969,2659
5811,2006-03-16 20:30:00,48.778793,21.571703,557.88904,714
6155,2006-03-19 13:30:00,43.481457,-8.904446,39.039726,180
6361,2006-03-21 17:30:00,36.694946,5.5030885,62.070126,50
6390,2006-03-22 00:30:00,41.7308,9.744878,492.34683,193
6409,2006-03-22 08:30:00,38.564053,15.776158,2032.5725,1051
6426,2006-03-22 12:30:00,36.569725,18.678171,0.0,71
6470,2006-03-22 22:30:00,39.607708,16.580252,150.14172,105
6905,2006-03-27 05:30:00,51.136368,15.05,0.0792,9
6979,2006-03-28 00:30:00,45.381657,2.0225286,143.52855,46
7016,2006-03-28 10:30:00,50.34763,15.259275,1979.2065,839
7028,2006-03-28 14:30:00,48.323086,10.494637,514.9432,194
7101,2006-03-29 05:30:00,47.854427,16.749296,85.94334,118
7377,2006-04-01 05:30:00,44.63357,4.4910274,131.63107,151
7439,2006-04-01 23:30:00,44.416016,14.406034,793.3622,439
7541,2006-04-03 00:30:00,40.9718,20.505331,231.31367,128
7573,2006-04-03 09:30:00,46.53737,13.144074,436.54535,181
7694,2006-04-04 14:30:00,46.649998,3.4499998,0.0,9
8311,2006-04-10 12:30:00,47.19291,6.0944047,186.72133,256
8333,2006-04-10 16:30:00,44.007603,15.5688305,1588.0493,371
8431,2006-04-11 12:30:00,45.854088,18.250343,123.3338,118
9068,2006-04-17 12:30:00,40.20885,5.7349567,28.284998,167
9170,2006-04-18 14:30:00,43.411537,14.103706,112.99392,58
9937,2006-04-25 23:30:00,36.48029,14.802722,376.62323,592
10050,2006-04-27 06:30:00,35.920322,20.255919,922.04565,730
10123,2006-04-27 19:30:00,35.604145,23.36369,148.63377,79
10182,2006-04-28 12:30:00,48.53832,19.98763,331.08725,99
10284,2006-04-29 18:30:00,47.60876,12.123562,106.8316,95
10447,2006-05-01 13:30:00,35.99508,2.554342,32.370083,27
10572,2006-05-02 18:30:00,37.62648,-5.6657906,10.226583,22
10576,2006-05-02 19:30:00,36.80517,-1.5147266,268.91278,128
10884,2006-05-06 00:30:00,46.394794,-2.2544513,476.64816,231
11052,2006-05-07 12:30:00,46.420177,-3.843446,1610.2991,1089
11108,2006-05-08 06:30:00,45.075996,0.95628136,180.96234,229
11201,2006-05-09 02:30:00,41.93,9.683333,0.0,15
11251,2006-05-09 15:30:00,44.276787,15.116805,1490.0464,415
11440,2006-05-11 13:30:00,41.90246,-2.9881585,13.06562,76
11544,2006-05-13 06:30:00,36.695873,2.1751587,13.733028,477
11913,2006-05-16 04:30:00,46.092117,-1.5363284,40.896,33
11963,2006-05-16 15:30:00,50.270016,17.217422,1654.2799,701
13331,2006-05-30 03:30:00,45.516994,13.988986,765.8761,332
13645,2006-06-02 11:30:00,42.182316,13.104813,246.12361,391
13580,2006-06-02 17:30:00,48.28945,17.600866,2594.8826,3197
13684,2006-06-02 20:30:00,49.580875,20.575233,1280.8198,1485
13709,2006-06-03 02:30:00,47.40584,15.048999,195.7301,890
13964,2006-06-05 14:30:00,45.494637,10.341361,179.23459,48
14035,2006-06-06 08:30:00,41.19103,13.2880745,326.17792,92
14096,2006-06-06 21:30:00,42.410408,18.43517,143.90253,124
14142,2006-06-07 09:30:00,42.770504,22.543322,5.0743804,11
14200,2006-06-08 01:30:00,40.64056,24.547783,48.55947,16
14329,2006-06-09 12:30:00,43.344296,-2.539798,9.249205,160
14369,2006-06-09 19:30:00,37.502987,-2.901426,374.89087,649
14494,2006-06-11 09:30:00,36.753983,11.174503,204.56242,90
14860,2006-06-14 16:30:00,39.509933,-3.2713807,95.42671,63
14880,2006-06-15 01:30:00,38.532867,-2.9852355,165.64241,46
14931,2006-06-15 12:30:00,37.42332,-4.274635,21.559153,23
14940,2006-06-15 14:30:00,49.554897,8.352023,104.32986,64
15042,2006-06-16 12:30:00,50.817646,13.307247,48.158844,49
15055,2006-06-16 16:30:00,47.246933,10.254024,421.1106,271
15128,2006-06-17 10:30:00,49.55104,21.16139,42.657223,33
15316,2006-06-19 10:30:00,46.825024,23.683775,266.05658,107
15330,2006-06-19 13:30:00,47.714436,15.97162,35.415707,34
15345,2006-06-19 17:30:00,41.303967,-1.1674998,91.571556,84
15429,2006-06-20 11:30:00,48.657856,20.337856,324.4389,102
15555,2006-06-21 11:30:00,50.945797,14.780805,319.94675,154
15570,2006-06-21 13:30:00,46.33622,8.521703,36.77731,35
15585,2006-06-21 16:30:00,50.44279,15.44954,423.48468,281
15668,2006-06-22 09:30:00,49.400005,20.33771,26.577478,11
15677,2006-06-22 11:30:00,46.872875,12.606709,10.281135,28
15687,2006-06-22 13:30:00,43.348827,21.223759,518.23267,88
15691,2006-06-22 14:30:00,48.254242,19.72793,794.54236,286
15774,2006-06-23 08:30:00,42.464573,22.596514,9.033637,14
15777,2006-06-23 09:30:00,50.679417,21.50752,57.958954,35
15800,2006-06-23 15:30:00,41.517105,22.254215,720.05835,544
15896,2006-06-24 14:30:00,45.22936,1.737769,22.280891,35
16092,2006-06-26 11:30:00,47.840088,16.02204,4.450926,10
16160,2006-06-27 00:30:00,48.864902,13.949905,705.232,120
16174,2006-06-27 04:30:00,49.745274,21.543568,1338.6913,316
16209,2006-06-27 12:30:00,49.616802,11.186596,548.8736,219
16213,2006-06-27 13:30:00,41.137405,-1.55729,4.161663,49
16218,2006-06-27 14:30:00,49.699368,19.749004,107.3138,39
16237,2006-06-27 21:30:00,46.054806,7.1867743,800.3572,797
16306,2006-06-28 14:30:00,43.02201,0.883076,131.00282,95
16310,2006-06-28 15:30:00,47.7155,13.765795,452.5281,157
16321,2006-06-28 18:30:00,47.342495,12.045332,30.552862,94
16355,2006-06-29 04:30:00,46.332787,10.928339,249.94412,257
16467,2006-06-30 08:30:00,49.40758,22.967678,265.14758,126
16649,2006-07-02 14:30:00,42.30891,23.950178,645.01624,402
16678,2006-07-02 20:30:00,45.04446,-4.930074,106.37351,250
16787,2006-07-04 03:30:00,42.674496,-7.1295094,176.63748,107
16815,2006-07-04 11:30:00,49.59053,2.1227899,10.7482,108
16877,2006-07-05 03:30:00,42.444946,1.2817482,1.580289,27
16899,2006-07-05 12:30:00,47.020214,6.4477396,26.786201,26
16930,2006-07-05 20:30:00,45.304123,3.7389708,512.38824,402
16980,2006-07-06 10:30:00,45.770264,5.890941,565.3261,801
16991,2006-07-06 12:30:00,47.453148,10.739782,128.31581,79
17027,2006-07-06 22:30:00,44.304688,9.231418,23.576645,34
17127,2006-07-08 04:30:00,39.443436,18.478449,111.29268,36
17159,2006-07-08 12:30:00,50.641823,18.939756,83.976,26
17530,2006-07-12 09:30:00,47.977184,8.225696,32.610523,19
17606,2006-07-13 09:30:00,43.29375,20.114029,88.18388,48
17704,2006-07-14 10:30:00,49.136826,16.514858,699.1582,131
17797,2006-07-16 06:30:00,49.552147,22.96454,67.56593,34
18173,2006-07-19 15:30:00,41.30918,-1.4804194,322.40924,231
18368,2006-07-21 15:30:00,47.182133,-0.19048454,165.30081,350
18444,2006-07-22 10:30:00,46.555798,22.992586,16.71826,15
18700,2006-07-25 05:30:00,45.747078,-3.305801,28.037403,13
18838,2006-07-26 14:30:00,49.491898,-1.0725571,1323.2886,452
18890,2006-07-27 02:30:00,44.291267,-5.7855287,67.83327,64
18936,2006-07-27 13:30:00,43.436527,1.47554,3.1767306,19
18947,2006-07-27 15:30:00,47.525223,6.3610673,37.226105,23
19023,2006-07-28 11:30:00,49.792656,12.93262,135.08823,104
19029,2006-07-28 12:30:00,46.736134,8.012587,85.344215,104
19106,2006-07-29 07:30:00,43.14789,10.045251,69.36739,83
19124,2006-07-29 11:30:00,44.10927,17.725021,11.308347,20
19197,2006-07-30 09:30:00,42.5255,22.602757,18.923166,11
19285,2006-07-31 05:30:00,49.94971,-0.053080257,120.84914,1007
19627,2006-08-03 22:30:00,44.926746,15.970994,383.36896,170
19672,2006-08-04 11:30:00,45.195274,22.595194,409.16827,113
19835,2006-08-06 10:30:00,41.850628,14.440869,396.56198,156
20026,2006-08-08 07:30:00,38.685043,1.5030016,4.277896,10
20089,2006-08-08 20:30:00,42.248158,10.19106,107.764084,24
20124,2006-08-09 13:30:00,36.735485,13.710478,2201.5142,486
20158,2006-08-09 14:30:00,40.940628,18.126898,160.63184,72
20353,2006-08-11 16:30:00,46.339092,9.914239,14.908722,81
20431,2006-08-12 10:30:00,49.848404,1.9777429,129.34682,160
20506,2006-08-13 07:30:00,38.515263,15.063618,419.66147,86
20517,2006-08-13 09:30:00,45.44837,4.140366,6.682623,10
20807,2006-08-16 13:30:00,45.60026,4.400526,3.2154348,14
20858,2006-08-17 00:30:00,49.078323,-3.8723361,37.894936,127
21103,2006-08-19 12:30:00,51.06185,6.8409815,91.88745,41
21194,2006-08-20 09:30:00,49.133495,11.905358,190.79562,169
21212,2006-08-20 14:30:00,47.460804,13.309659,870.5459,346
21303,2006-08-21 10:30:00,44.549618,17.200523,371.90967,218
21401,2006-08-22 10:30:00,48.339085,23.21236,218.64119,84
21504,2006-08-23 11:30:00,51.2623,-3.5029564,112.351364,38
21532,2006-08-23 17:30:00,49.17494,-1.264757,1691.9974,653
21558,2006-08-23 22:30:00,49.671196,0.46001607,2913.9756,702
21607,2006-08-24 11:30:00,48.122684,9.943488,815.7446,280
21675,2006-08-25 01:30:00,46.318512,14.451016,3680.1255,1179
21699,2006-08-25 09:30:00,43.707832,18.113949,119.8657,49
21711,2006-08-25 11:30:00,42.50385,16.034616,0.105053194,15
21718,2006-08-25 14:30:00,45.1311,12.786995,111.216644,48
21749,2006-08-25 21:30:00,42.1632,18.771769,184.61403,192
21782,2006-08-26 06:30:00,48.8809,22.765041,61.617786,198
21812,2006-08-26 14:30:00,43.050144,22.332077,38.99337,20
21835,2006-08-26 17:30:00,45.898846,8.547063,17.31845,9
21974,2006-08-28 04:30:00,47.616028,20.963053,26.57255,208
21976,2006-08-28 04:30:00,41.060402,23.845673,77.27904,104
22974,2006-09-07 15:30:00,48.702766,8.041506,195.02864,92
23058,2006-09-08 12:30:00,44.54092,12.107819,156.6677,37
23173,2006-09-09 11:30:00,40.620697,-5.017614,55.176746,38
23266,2006-09-10 12:30:00,46.873074,6.4653845,0.0,13
23317,2006-09-11 00:30:00,36.096012,9.938751,12.589681,11
23344,2006-09-11 10:30:00,40.57195,-0.46830165,5.2074533,15
23407,2006-09-12 00:30:00,36.66385,-3.3156364,438.8428,86
23384,2006-09-12 05:30:00,35.568207,-0.8907201,42.038612,210
23554,2006-09-13 17:30:00,36.541737,7.3883905,425.85278,530
23583,2006-09-14 01:30:00,36.688797,6.2048244,1259.7936,815
23728,2006-09-15 06:30:00,40.27946,3.9172907,1641.0544,498
23760,2006-09-15 14:30:00,39.34446,5.4750977,3339.668,983
23761,2006-09-15 14:30:00,44.722095,7.9662895,1926.2788,520
23762,2006-09-15 16:30:00,37.018864,10.458389,97.07596,348
23809,2006-09-16 00:30:00,45.772358,15.247926,1015.34827,370
23879,2006-09-16 22:30:00,42.641373,19.59611,344.20947,66
23911,2006-09-17 07:30:00,43.325504,17.240969,50.512386,55
23971,2006-09-17 21:30:00,39.09707,24.039635,113.28702,32
24061,2006-09-18 18:30:00,42.324913,19.730007,86.644775,60
24428,2006-09-22 18:30:00,39.72898,22.624586,77.54085,59
24480,2006-09-23 10:30:00,39.712086,21.38508,21.590538,10
24697,2006-09-25 16:30:00,37.175842,13.570019,658.2849,79
24707,2006-09-25 18:30:00,41.468124,13.110407,2997.4648,1028
24657,2006-09-25 20:30:00,47.9362,8.258815,809.8396,1168
24794,2006-09-26 21:30:00,41.27595,17.457268,394.82556,160
24813,2006-09-27 03:30:00,40.657944,18.408516,2078.966,704
24889,2006-09-28 02:30:00,36.50931,22.807688,81.17608,17
24965,2006-09-28 23:30:00,47.21182,-8.938495,288.0857,81
25004,2006-09-29 10:30:00,46.913082,-8.371994,1513.4642,631
25128,2006-10-01 03:30:00,50.16332,-4.565095,190.02316,118
25272,2006-10-02 23:30:00,44.894577,-7.340594,810.3695,787
25422,2006-10-04 09:30:00,46.02058,15.24694,409.5565,418
25440,2006-10-04 13:30:00,43.304558,18.009266,47.784092,38
25457,2006-10-04 17:30:00,46.78277,13.154463,1096.1421,747
25514,2006-10-05 09:30:00,37.06819,15.0182295,3.4933832,45
25535,2006-10-05 16:30:00,46.186832,22.480663,9.560957,28
25592,2006-10-06 09:30:00,35.819942,14.826356,18.28914,12
25825,2006-10-09 08:30:00,39.310482,23.608027,1539.496,516
25971,2006-10-10 17:30:00,35.803055,22.797476,41.765793,18
25972,2006-10-12 02:30:00,35.277905,22.808104,59.70948,77
26099,2006-10-12 12:30:00,40.339233,6.8674664,305.96,271
26175,2006-10-13 14:30:00,37.08177,6.1187005,20.172014,16
26611,2006-10-18 13:30:00,42.207764,-8.087244,2740.5244,733
26640,2006-10-18 16:30:00,38.24315,-4.375093,1408.1372,507
26676,2006-10-19 03:30:00,49.874847,-6.5611086,1771.1938,270
26678,2006-10-19 04:30:00,36.677643,11.322392,162.98164,99
26745,2006-10-19 18:30:00,49.286983,-4.707892,404.1911,95
26777,2006-10-20 06:30:00,41.592903,16.807846,36.781822,36
26872,2006-10-21 03:30:00,43.80274,8.472779,2719.108,623
27007,2006-10-22 17:30:00,42.48807,19.35481,478.30948,303
27173,2006-10-24 13:30:00,47.214897,13.309825,611.3696,178
27682,2006-10-29 23:30:00,43.036263,19.848429,1192.2705,381
27863,2006-11-01 02:30:00,44.83522,12.446676,817.3861,1478
28138,2006-11-03 13:30:00,39.599533,-8.811284,36.03705,18
28986,2006-11-12 14:30:00,45.273956,17.864975,181.3615,63
29598,2006-11-19 06:30:00,42.849293,-6.9707494,2859.422,1477
29925,2006-11-22 01:30:00,40.566,19.553005,420.82565,132
30921,2006-12-02 19:30:00,44.475006,3.8179917,12.824414,680
30915,2006-12-02 21:30:00,38.05637,0.627522,165.23053,819
31464,2006-12-08 14:30:00,44.36115,-5.1993923,487.5322,123
31488,2006-12-08 19:30:00,46.4375,-6.2250004,0.0,32
31651,2006-12-10 10:30:00,40.774708,12.557847,69.26419,195
31817,2006-12-12 00:30:00,39.522617,20.952055,3840.9866,2548
31928,2006-12-14 09:30:00,38.69,21.85,0.0,15
32291,2006-12-17 02:30:00,37.71161,7.8666153,2814.5166,1893
32320,2006-12-17 05:30:00,37.62568,9.424158,7224.9414,3263
32364,2006-12-17 12:30:00,44.516663,8.636667,0.0,30
32372,2006-12-17 16:30:00,44.572422,16.40715,103.207436,1089
32350,2006-12-17 19:30:00,35.873295,12.312212,804.40326,349
32450,2006-12-18 10:30:00,47.299744,-7.292318,827.86835,292
32465,2006-12-18 13:30:00,41.821655,18.853168,1973.6559,2115
32496,2006-12-18 18:30:00,37.117428,6.9096947,29.191948,11
32493,2006-12-18 19:30:00,43.00646,19.081823,3034.8008,5474
32548,2006-12-19 07:30:00,39.224625,15.324945,1795.7074,854
32622,2006-12-19 23:30:00,40.24338,3.6667757,41.08317,18
32725,2006-12-21 07:30:00,40.67516,10.28222,6.703347,21
32727,2006-12-21 08:30:00,39.337555,15.28394,45.57905,15
32828,2006-12-22 11:30:00,41.34725,3.5211887,1.5519011,88
32967,2006-12-24 03:30:00,40.905266,5.5997143,1276.3588,933
33017,2006-12-24 17:30:00,37.23719,13.799885,3702.7363,1033
76,2007-01-01 08:30:00,47.4,-2.85,0.0,10
1535,2007-01-19 06:30:00,45.846607,22.680855,1424.2977,533
1787,2007-01-22 05:30:00,50.58479,0.026932491,55.01997,189
1845,2007-01-22 22:30:00,40.295174,16.028805,27.05101,230
1867,2007-01-23 06:30:00,45.92314,-4.75221,320.3494,609
1870,2007-01-23 07:30:00,42.135918,7.1301827,3541.795,613
1928,2007-01-23 21:30:00,42.62741,9.8827305,35.665733,50
1969,2007-01-24 13:30:00,47.296978,0.40136573,23.67643,164
2066,2007-01-25 17:30:00,36.915905,-3.4137807,166.86485,149
2193,2007-01-27 07:30:00,48.86976,21.769855,717.9998,1228
2279,2007-01-28 09:30:00,40.158077,-4.0020785,279.14746,623
3136,2007-02-07 12:30:00,50.586536,10.861942,223.32791,196
3426,2007-02-10 07:30:00,43.858364,18.674969,27.42967,22
3423,2007-02-10 12:30:00,37.325527,18.363365,842.9291,418
3465,2007-02-10 14:30:00,35.97329,19.212543,120.346176,50
3744,2007-02-14 08:30:00,42.23291,23.6283,222.80923,631
3806,2007-02-14 14:30:00,46.559517,1.5799931,445.6669,83
4082,2007-02-17 18:30:00,42.994686,3.112517,1588.8696,944
4234,2007-02-19 05:30:00,37.92664,11.940277,353.71533,84
4265,2007-02-19 14:30:00,39.18324,13.0161705,2565.4585,1258
4297,2007-02-20 05:30:00,38.085564,-4.0347886,2218.1106,3478
4321,2007-02-20 07:30:00,44.373775,-3.6994445,652.6666,4819
4306,2007-02-20 11:30:00,38.653606,15.738467,523.77466,481
4556,2007-02-22 13:30:00,45.933678,-7.811392,2048.499,459
4657,2007-02-23 15:30:00,49.72198,4.7818446,491.67075,315
