time_minus12h,time_minus6h,time_0h,time_plus6h,time_plus12h,center_lat,center_lon,track_number,total_precip,area,wt
2012-05-12 22:30:00,2012-05-13 04:30:00,2012-05-13 10:30:00,2012-05-13 16:30:00,2012-05-13 22:30:00,44.08425,10.629599,12273,6.9446726,11,
2012-06-08 06:30:00,2012-06-08 12:30:00,2012-06-08 18:30:00,2012-06-09 00:30:00,2012-06-09 06:30:00,43.50142,12.996652,14866,1.1475484,15,
2012-06-09 06:30:00,2012-06-09 12:30:00,2012-06-09 18:30:00,2012-06-10 00:30:00,2012-06-10 06:30:00,45.93996,8.813121,14973,931.1487,400,
2012-07-05 13:30:00,2012-07-05 19:30:00,2012-07-06 01:30:00,2012-07-06 07:30:00,2012-07-06 13:30:00,45.83908,10.395017,17397,126.87219,71,
2012-07-20 20:30:00,2012-07-21 02:30:00,2012-07-21 08:30:00,2012-07-21 14:30:00,2012-07-21 20:30:00,45.958973,11.128375,19037,1137.5928,378,
2012-09-18 21:30:00,2012-09-19 03:30:00,2012-09-19 09:30:00,2012-09-19 15:30:00,2012-09-19 21:30:00,43.632317,11.032552,24678,35.417313,23,
2012-10-08 17:30:00,2012-10-08 23:30:00,2012-10-09 05:30:00,2012-10-09 11:30:00,2012-10-09 17:30:00,44.93232,11.438214,26548,543.4723,195,
2012-10-13 02:30:00,2012-10-13 08:30:00,2012-10-13 14:30:00,2012-10-13 20:30:00,2012-10-14 02:30:00,43.540123,11.009967,26959,4.8132324,15,
2012-11-10 22:30:00,2012-11-11 04:30:00,2012-11-11 10:30:00,2012-11-11 16:30:00,2012-11-11 22:30:00,45.453487,12.290214,29696,8553.441,1876,
2012-11-27 06:30:00,2012-11-27 12:30:00,2012-11-27 18:30:00,2012-11-28 00:30:00,2012-11-28 06:30:00,44.66404,10.685191,31203,6076.659,2063,
2013-03-12 18:30:00,2013-03-13 00:30:00,2013-03-13 06:30:00,2013-03-13 12:30:00,2013-03-13 18:30:00,43.971348,10.597483,6144,31.243027,17,
2013-03-30 04:30:00,2013-03-30 10:30:00,2013-03-30 16:30:00,2013-03-30 22:30:00,2013-03-31 04:30:00,45.83737,12.510728,7752,2393.962,2092,
2013-05-05 02:30:00,2013-05-05 08:30:00,2013-05-05 14:30:00,2013-05-05 20:30:00,2013-05-06 02:30:00,45.146095,10.716759,11278,2441.6587,787,
2013-05-16 12:30:00,2013-05-16 18:30:00,2013-05-17 00:30:00,2013-05-17 06:30:00,2013-05-17 12:30:00,44.383183,9.561371,12384,468.07922,82,
2013-06-26 23:30:00,2013-06-27 05:30:00,2013-06-27 11:30:00,2013-06-27 17:30:00,2013-06-27 23:30:00,45.908726,8.55528,16473,15.707575,14,
2013-09-16 10:30:00,2013-09-16 16:30:00,2013-09-16 22:30:00,2013-09-17 04:30:00,2013-09-17 10:30:00,44.475277,8.600589,24633,71.505325,243,
2013-10-05 04:30:00,2013-10-05 10:30:00,2013-10-05 16:30:00,2013-10-05 22:30:00,2013-10-06 04:30:00,43.002213,11.607989,26321,18.117195,10,
2013-10-19 23:30:00,2013-10-20 05:30:00,2013-10-20 11:30:00,2013-10-20 17:30:00,2013-10-20 23:30:00,44.435265,9.465426,27689,82.97457,17,
2013-11-14 11:30:00,2013-11-14 17:30:00,2013-11-14 23:30:00,2013-11-15 05:30:00,2013-11-15 11:30:00,45.20276,11.678671,29999,165.36153,38,
2014-01-13 13:30:00,2014-01-13 19:30:00,2014-01-14 01:30:00,2014-01-14 07:30:00,2014-01-14 13:30:00,44.990833,9.359242,1116,3268.3062,3873,
2014-01-13 17:30:00,2014-01-13 23:30:00,2014-01-14 05:30:00,2014-01-14 11:30:00,2014-01-14 17:30:00,45.215546,8.376952,1122,1057.222,1655,
2014-01-18 22:30:00,2014-01-19 04:30:00,2014-01-19 10:30:00,2014-01-19 16:30:00,2014-01-19 22:30:00,43.693737,10.36049,1560,217.42674,101,
2014-01-23 09:30:00,2014-01-23 15:30:00,2014-01-23 21:30:00,2014-01-24 03:30:00,2014-01-24 09:30:00,45.36953,10.898033,1964,58.991425,72,
2014-02-19 00:30:00,2014-02-19 06:30:00,2014-02-19 12:30:00,2014-02-19 18:30:00,2014-02-20 00:30:00,44.98134,11.415998,4247,2672.5225,2720,
2014-02-21 06:30:00,2014-02-21 12:30:00,2014-02-21 18:30:00,2014-02-22 00:30:00,2014-02-22 06:30:00,44.848278,10.0203285,4481,328.72876,110,
2014-04-29 22:30:00,2014-04-30 04:30:00,2014-04-30 10:30:00,2014-04-30 16:30:00,2014-04-30 22:30:00,44.87836,8.919965,10630,950.428,210,
2014-05-01 06:30:00,2014-05-01 12:30:00,2014-05-01 18:30:00,2014-05-02 00:30:00,2014-05-02 06:30:00,45.243088,8.032307,10760,38.99994,21,
2014-06-13 03:30:00,2014-06-13 09:30:00,2014-06-13 15:30:00,2014-06-13 21:30:00,2014-06-14 03:30:00,45.93275,10.313342,14952,26.588839,25,
2014-07-11 22:30:00,2014-07-12 04:30:00,2014-07-12 10:30:00,2014-07-12 16:30:00,2014-07-12 22:30:00,44.496758,10.527947,17695,9.110982,10,
2014-07-25 20:30:00,2014-07-26 02:30:00,2014-07-26 08:30:00,2014-07-26 14:30:00,2014-07-26 20:30:00,44.15929,10.111715,18965,109.648834,32,
2014-08-20 05:30:00,2014-08-20 11:30:00,2014-08-20 17:30:00,2014-08-20 23:30:00,2014-08-21 05:30:00,45.88712,10.394352,21478,78.577484,82,
2014-10-10 23:30:00,2014-10-11 05:30:00,2014-10-11 11:30:00,2014-10-11 17:30:00,2014-10-11 23:30:00,44.621674,10.324441,26398,8.247077,13,
2014-10-15 05:30:00,2014-10-15 11:30:00,2014-10-15 17:30:00,2014-10-15 23:30:00,2014-10-16 05:30:00,43.4959,10.2555895,26753,2.0714662,21,
2014-11-05 16:30:00,2014-11-05 22:30:00,2014-11-06 04:30:00,2014-11-06 10:30:00,2014-11-06 16:30:00,45.620167,10.842629,28691,951.70905,1432,
